Id,Category
273,D
274,C
275,B
276,A
277,C
278,C
279,A
280,A
281,C
282,A
283,B
284,A
285,B
286,C
287,A
288,C
289,C
290,C
291,D
292,C
293,B
294,C
295,C
296,A
297,B
298,D
299,A
300,A
301,C
302,A
303,C
304,C
305,B
306,A
307,A
308,A
309,B
310,B
311,B
312,B
313,D
314,C
315,C
316,A
317,C
318,B
319,C
320,A
321,C
322,A
323,B
324,C
325,A
326,C
327,C
328,A
329,A
330,C
331,D
332,A
333,A
334,C
335,B
336,B
337,B
338,C
339,B
340,C
341,D
342,C
343,C
344,A
345,A
346,C
347,D
348,D
349,C
350,C
351,C
352,B
353,D
354,D
355,B
356,A
357,C
358,A
359,C
360,A
361,A
362,C
363,A
364,A
365,C
366,D
367,D
368,D
369,D
370,B
371,A
372,B
373,C
374,B
375,C
376,A
377,D
378,B
379,C
380,D
381,D
382,B
383,A
384,C
385,B
386,B
387,C
388,A
389,B
390,C
391,A
392,C
393,A
394,B
395,C
396,B
397,C
398,A
399,C
400,A
401,C
402,D
403,B
404,D
405,A
406,C
407,D
408,C
409,C
410,A
411,B
412,C
413,C
414,B
415,D
416,C
417,B
418,C
419,D
420,D
421,B
422,D
423,D
424,A
425,C
426,A
427,B
428,D
429,A
430,C
431,C
432,A
433,D
434,A
435,D
436,C
437,D
438,C
439,C
440,C
441,C
442,A
443,D
444,C
445,D
446,D
447,C
448,D
449,C
450,C
451,A
452,C
453,A
454,A
455,C
456,C
457,D
458,C
459,C
460,B
461,A
462,C
463,C
464,D
465,B
466,B
467,D
468,C
469,A
470,A
471,D
472,C
473,C
474,D
475,C
476,C
477,B
478,D
479,B
480,D
481,C
482,D
483,C
484,A
485,C
486,B
487,B
488,C
489,C
490,C
491,B
492,D
493,A
494,C
495,C
496,C
497,B
498,B
499,B
500,C
501,B
502,C
503,C
504,A
505,C
506,A
507,C
508,D
509,C
510,A
511,A
512,C
513,C
514,C
515,A
516,A
517,B
518,A
519,A
520,B
521,D
522,D
523,D
524,C
525,C
526,D
527,C
528,B
529,C
530,A
531,C
532,B
533,B
534,C
535,C
536,A
537,C
538,B
539,D
540,C
541,D
542,A
543,B
544,D
545,A
546,B
547,A
548,B
549,B
550,B
551,C
552,D
553,A
554,A
555,C
556,B
557,B
558,C
559,C
560,C
561,C
562,A
563,C
564,C
565,B
566,C
567,B
568,D
569,C
570,D
571,C
572,B
573,C
574,C
575,C
576,D
577,C
578,D
579,C
580,A
581,B
582,A
583,C
584,C
585,C
586,B
587,B
588,C
589,B
590,B
591,C
592,A
593,C
594,C
595,C
596,A
597,A
598,B
599,C
600,B
601,A
602,C
603,C
604,C
605,B
606,B
607,B
608,B
609,B
610,A
611,C
612,C
613,C
614,D
615,C
616,C
617,D
618,C
619,A
620,D
621,C
622,D
623,C
624,A
625,D
626,D
627,A
628,C
629,A
630,B
631,A
632,C
633,D
634,A
635,C
636,B
637,B
638,A
639,B
640,D
641,B
642,B
643,C
644,C
645,D
646,A
647,A
648,D
649,D
650,A
651,D
652,B
653,A
654,C
655,D
656,C
657,C
658,B
659,C
660,C
661,D
662,C
663,C
664,B
665,A
666,A
667,A
668,B
669,C
670,D
671,B
672,B
673,D
674,C
675,D
676,A
677,B
678,D
679,B
680,A
681,C
682,B
683,C
684,C
685,C
686,C
687,B
688,C
689,A
690,B
691,B
692,D
693,D
694,A
695,C
696,B
697,C
698,C
699,B
700,D
701,B
702,C
703,C
704,B
705,B
706,A
707,D
708,B
709,C
710,A
711,C
712,B
713,A
714,C
715,D
716,C
717,B
718,B
719,B
720,B
721,C
722,D
723,C
724,D
725,D
726,C
727,B
728,B
729,D
730,A
731,B
732,D
733,B
734,C
735,B
736,A
737,D
738,D
739,B
740,D
741,D
742,A
743,D
744,A
745,C
746,C
747,B
748,A
749,C
750,C
751,D
752,C
753,C
754,C
755,C
756,C
757,B
758,A
759,D
760,B
761,D
762,A
763,B
764,B
765,C
766,B
767,A
768,A
769,C
770,C
771,B
772,B
773,B
774,D
775,C
776,A
777,D
778,C
779,A
780,B
781,A
782,B
783,B
784,C
785,D
786,B
787,C
788,C
789,C
790,C
791,C
792,B
793,D
794,D
795,A
796,B
797,A
798,C
799,C
800,B
801,C
802,B
803,B
804,A
805,B
806,C
807,C
808,D
809,C
810,C
811,D
812,C
813,A
814,C
815,B
816,C
817,C
818,A
819,B
820,D
821,D
822,B
823,C
824,B
825,C
826,C
827,C
828,B
829,B
830,B
831,D
832,C
833,C
834,D
835,D
836,B
837,C
838,D
839,C
840,C
841,D
842,C
843,C
844,C
845,C
846,D
847,C
848,D
849,B
850,B
851,D
852,C
853,A
854,B
855,A
856,C
857,B
858,A
859,C
860,C
861,B
862,C
863,B
864,C
865,B
866,C
867,C
868,A
869,C
870,B
871,C
872,D
873,B
874,C
875,A
876,C
877,C
878,D
879,C
880,C
881,B
882,D
883,A
884,B
885,C
886,C
887,B
888,C
889,B
890,D
891,C
892,A
893,C
894,C
895,B
896,B
897,C
898,A
899,D
900,C
901,D
902,C
903,D
904,C
905,A
906,C
907,C
908,D
909,D
910,B
911,C
912,D
913,A
914,D
915,B
916,D
917,C
918,A
919,D
920,B
921,C
922,C
923,C
924,C
925,C
926,A
927,B
928,B
929,C
930,C
931,C
932,B
933,D
934,A
935,C
936,C
937,C
938,C
939,C
940,D
941,B
942,C
943,A
944,C
945,C
946,C
947,D
948,D
949,C
950,D
951,C
952,C
953,C
954,A
955,A
956,D
957,A
958,C
959,A
960,A
961,D
962,D
963,D
964,B
965,A
966,C
967,D
968,C
969,A
970,D
971,C
972,C
973,C
974,B
975,A
976,D
977,B
978,B
979,B
980,C
981,C
982,C
983,B
984,C
985,B
986,A
987,B
988,A
989,D
990,C
991,C
992,B
993,D
994,A
995,B
996,B
997,A
998,B
999,A
1000,D
1001,B
1002,A
1003,C
1004,C
1005,C
1006,C
1007,A
1008,B
1009,C
1010,B
1011,A
1012,A
1013,C
1014,C
1015,D
1016,D
1017,C
1018,C
1019,B
1020,C
1021,D
1022,C
1023,C
1024,D
1025,C
1026,B
1027,C
1028,C
1029,D
1030,D
1031,A
1032,B
1033,B
1034,D
1035,C
1036,C
1037,B
1038,D
1039,D
1040,D
1041,A
1042,C
1043,C
1044,C
1045,B
1046,A
1047,A
1048,A
1049,A
1050,C
1051,D
1052,D
1053,C
1054,B
1055,D
1056,B
1057,A
1058,B
1059,A
1060,C
1061,D
1062,C
1063,B
1064,B
1065,B
1066,C
1067,C
1068,C
1069,D
1070,C
1071,C
1072,C
1073,C
1074,C
1075,D
1076,C
1077,A
1078,C
1079,D
1080,C
1081,B
1082,C
1083,D
1084,B
1085,C
1086,A
1087,C
1088,D
1089,C
1090,C
1091,C
1092,D
1093,C
1094,A
1095,C
1096,A
1097,D
1098,D
1099,C
1100,D
1101,C
1102,A
1103,C
1104,C
1105,A
1106,C
1107,A
1108,D
1109,B
1110,B
1111,B
1112,A
1113,D
1114,B
1115,A
1116,D
1117,C
1118,B
1119,C
1120,A
1121,B
1122,C
1123,B
1124,A
1125,A
1126,C
1127,A
1128,D
1129,C
1130,B
1131,C
1132,D
1133,D
1134,A
1135,C
1136,C
1137,C
1138,A
1139,D
1140,C
1141,A
1142,C
1143,C
1144,C
1145,C
1146,B
1147,D
1148,C
1149,B
1150,D
1151,C
1152,C
1153,D
1154,A
1155,B
1156,D
1157,C
1158,C
1159,D
1160,D
1161,C
1162,D
1163,C
1164,B
1165,C
1166,A
1167,C
1168,C
1169,A
1170,C
1171,D
1172,C
1173,C
1174,D
1175,C
1176,B
1177,B
1178,B
1179,C
1180,C
1181,D
1182,A
1183,C
1184,A
1185,D
1186,D
1187,D
1188,D
1189,C
1190,B
1191,A
1192,A
1193,A
1194,C
1195,C
1196,A
1197,A
1198,A
1199,C
1200,C
1201,C
1202,B
1203,D
1204,C
1205,C
1206,C
1207,C
1208,B
1209,A
1210,C
1211,D
1212,C
1213,C
1214,A
1215,A
1216,C
1217,B
1218,C
1219,D
1220,B
1221,C
1222,C
1223,C
1224,A
1225,D
1226,B
1227,A
1228,B
1229,B
1230,B
1231,C
1232,C
1233,D
1234,A
1235,C
1236,D
1237,D
1238,B
1239,A
1240,C
1241,C
1242,D
1243,D
1244,D
1245,C
1246,D
1247,D
1248,C
1249,D
1250,D
1251,B
1252,C
1253,B
1254,A
1255,B
1256,D
1257,C
1258,D
1259,B
1260,A
1261,D
1262,B
1263,C
1264,D
1265,D
1266,A
1267,A
1268,A
1269,A
1270,D
1271,D
1272,B
1273,C
1274,C
1275,C
1276,C
1277,B
1278,C
1279,C
1280,A
1281,B
1282,B
1283,D
1284,B
1285,C
1286,D
1287,A
1288,C
1289,D
1290,A
1291,C
1292,B
1293,B
1294,D
1295,C
1296,C
1297,B
1298,A
1299,B
1300,D
1301,A
1302,D
1303,C
1304,D
1305,B
1306,C
1307,D
1308,B
1309,A
1310,A
1311,B
1312,D
1313,C
1314,B
1315,B
1316,D
1317,D
1318,D
1319,B
1320,B
1321,B
1322,D
1323,A
1324,C
1325,D
1326,C
1327,C
1328,A
1329,A
1330,D
1331,A
1332,B
1333,D
1334,C
1335,B
1336,B
1337,D
1338,A
1339,D
1340,C
1341,C
1342,D
1343,D
1344,C
1345,B
1346,A
1347,C
1348,C
1349,D
1350,A
1351,A
1352,A
1353,C
1354,C
1355,B
1356,C
1357,C
1358,C
1359,C
1360,D
1361,D
1362,A
1363,C
1364,B
1365,B
1366,C
1367,A
1368,B
1369,C
1370,B
1371,C
1372,A
1373,C
1374,C
1375,C
1376,C
1377,D
1378,C
1379,D
1380,C
1381,C
1382,D
1383,C
1384,C
1385,B
1386,D
1387,C
1388,A
1389,C
1390,B
1391,B
1392,D
1393,D
1394,B
1395,A
1396,D
1397,D
1398,C
1399,C
1400,B
1401,C
1402,B
1403,A
1404,B
1405,C
1406,A
1407,C
1408,C
1409,D
1410,A
1411,B
1412,A
1413,D
1414,C
1415,B
1416,B
1417,C
1418,C
1419,A
1420,C
1421,A
1422,C
1423,C
1424,B
1425,D
1426,C
1427,D
1428,C
1429,C
1430,A
1431,B
1432,B
1433,C
1434,C
1435,B
1436,B
1437,A
1438,D
1439,B
1440,A
1441,C
1442,C
1443,C
1444,C
1445,D
1446,A
1447,A
1448,A
1449,D
1450,B
1451,B
1452,B
1453,C
1454,B
1455,B
1456,D
1457,C
1458,C
1459,B
1460,B
1461,C
1462,D
1463,C
1464,B
1465,D
1466,A
1467,B
1468,C
1469,D
1470,C
1471,A
1472,C
1473,C
1474,D
1475,D
1476,B
1477,D
1478,B
1479,D
1480,A
1481,A
1482,B
1483,C
1484,A
1485,D
1486,B
1487,D
1488,A
1489,C
1490,C
1491,B
1492,C
1493,A
1494,C
1495,C
1496,A
1497,A
1498,C
1499,B
1500,C
1501,A
1502,B
1503,C
1504,C
1505,C
1506,A
1507,A
1508,C
1509,A
1510,C
1511,B
1512,B
1513,C
1514,B
1515,C
1516,C
1517,A
1518,D
1519,B
1520,A
1521,A
1522,A
1523,A
1524,A
1525,B
1526,A
1527,A
1528,D
1529,A
1530,A
1531,A
1532,A
1533,B
1534,B
1535,D
1536,A
1537,B
1538,B
1539,A
1540,B
1541,B
1542,D
1543,B
1544,A
1545,B
1546,B
1547,A
1548,C
1549,B
1550,B
1551,B
1552,C
1553,B
1554,C
1555,A
1556,B
1557,C
1558,B
1559,C
1560,B
1561,B
1562,C
1563,B
1564,B
1565,D
1566,C
1567,C
1568,C
1569,C
1570,C
1571,C
1572,C
1573,C
1574,C
1575,D
1576,C
1577,C
1578,D
1579,D
1580,C
1581,C
1582,C
1583,D
1584,C
1585,D
1586,C
1587,D
1588,D
1589,C
1590,C
1591,C
1592,C
1593,B
1594,C
1595,D
1596,C
1597,D
1598,D
1599,C
1600,C
