feature0,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,class
6.997284316,5.597597235,6.156615045,10.24538136,7.087444144,6.286899602,7.596535125,3.482395631,8.376586517,10.90320257,5.509297224,5.726833042,6.754296413,5.08429403,A
6.484109317,3.469965219,4.046527541,11.07871974,6.858397087,10.52461986,16.9618793,6.451948043,3.944601925,3.251077748,3.780259124,1.551994444,7.340683183,4.287437311,A
3.662506625,1.265492682,4.571581799,13.32126756,6.020764671,10.17627004,7.223063002,7.871125594,11.02416063,3.534187312,4.006448557,4.41812044,6.625982704,6.21203362,A
4.99522519,5.525998208,6.29947103,12.95255619,5.571897462,7.677948501,9.873931431,6.247914712,6.275565648,0.208640714,3.090839073,3.869028959,5.640267904,6.65296933,A
1.674957303,4.097175892,4.124506292,9.753577426,7.278968827,12.86672435,13.48674681,5.745437502,7.143026069,10.5597426,6.105739914,5.577424699,5.275179609,5.616422117,A
5.685852606,2.398182238,5.502020358,13.5402333,8.317270128,15.08952561,9.32298687,5.752094028,5.352261824,11.70974382,0.32741036,4.134865474,2.926318579,4.25979048,A
5.311292429,6.902297993,3.693019561,14.59393778,8.208359737,4.56967436,12.65066549,2.509705639,7.969261844,8.628341603,0.956584311,2.788789088,5.462949092,5.203196553,A
9.216389103,8.545797435,4.067483967,12.27014684,10.11518952,9.358482378,9.437106324,5.73959963,2.683387825,9.623272806,0.695296831,4.5157297,5.038982927,6.074840175,A
6.255192308,3.013447757,6.153987224,10.12422079,6.17729835,11.72113401,12.6904187,6.918341994,6.611273757,12.64021523,6.216271448,3.401560896,6.11618789,6.474160099,A
6.885519964,6.595228139,6.562699126,9.025646974,8.160894479,13.6197485,9.034776509,8.399134769,6.375771834,0.220875165,3.436634447,3.07627268,5.838727229,6.545135724,A
7.662204837,6.356860718,6.497114879,15.18779703,9.057094838,9.865391869,9.060082653,6.824875124,5.177006694,12.73394181,0.2855962,4.953185107,5.59669282,4.835480456,A
9.608989791,2.667052702,6.264968714,11.12856851,8.009679943,5.983693649,11.3232923,2.380883397,5.558171559,2.021631148,3.916012281,0.224784091,5.529063073,6.042343182,A
3.758614078,5.4237115,4.150983476,13.83269116,8.937275588,7.327758332,10.30170317,2.981393609,8.156765135,4.432570472,4.191031463,5.84312162,6.07967005,4.485007438,A
6.762808631,4.012976568,6.397073336,10.27613424,9.784728117,10.37921732,13.00681548,10.46684192,5.151823529,1.816009286,2.392355118,5.955571039,3.521850806,6.151517276,A
3.93906584,9.436653853,4.702314175,12.00940156,4.622428243,9.021641836,11.50959919,4.809005006,5.61238705,10.99713175,0.296497628,3.624965746,7.124677739,6.536536792,A
4.795602467,7.121674894,6.549831056,12.35635756,6.902866806,9.577197093,6.018645174,6.102650006,3.429217491,0.932368539,2.586861346,4.583707017,5.150873798,5.878671028,A
2.710980368,8.188807512,5.093402803,13.97107635,6.357504856,10.83240386,12.89720417,5.465488423,4.082701936,2.160063109,2.590724119,4.308012218,6.500042581,5.023354778,A
8.105415487,10.99670958,3.980332951,12.87183392,6.183505786,12.29441,7.548566167,7.562673524,11.71167829,4.318709859,2.150788039,1.369651325,5.08436465,6.358785955,A
6.83888482,5.38505929,4.533536383,10.57061333,5.988706203,5.423350465,8.874283117,3.876738009,6.802658062,10.32252784,5.715535532,6.168318488,4.171376901,4.911474872,A
5.16108649,0.298758237,6.329169944,11.89896845,5.366353742,9.190575785,13.1606432,5.015994619,11.00814162,7.347656618,1.436464124,1.888807302,6.354741367,4.789262065,A
6.814500889,2.196488599,4.757770695,9.191055878,7.455951556,14.03266307,12.91500227,7.517167706,8.625275512,2.558625548,3.736129841,4.266003316,5.234191297,4.206462318,A
7.624726679,10.23495769,4.828653737,14.97596121,7.421506949,14.58670708,8.998588466,4.967299963,8.304734032,2.170711519,3.600396418,5.416457018,5.497271075,5.34630309,A
5.378814051,7.797651782,6.960000109,19.1075935,9.070703074,4.633941009,10.43548623,-0.135894449,6.24055908,4.593084296,4.434857799,0.039076699,6.814232081,6.905192861,A
1.04725618,7.56304128,6.332751179,9.710420253,6.594723293,10.5228568,13.66793113,6.080020593,13.21425287,5.548194273,1.721666957,1.633265371,4.525316004,6.804672003,A
9.812581047,11.35593777,5.090631041,8.057044455,8.645166128,15.88357507,11.51978827,3.330630663,5.772429707,8.587044501,1.148366866,3.367246066,6.24071692,3.56520608,A
8.22939758,3.333301993,6.092103748,9.919068327,6.350803962,10.14453613,10.90577173,6.699513716,8.913787783,0.910620331,3.55069216,4.629920583,5.689982976,6.088790577,A
5.068789827,3.758934905,6.067996998,17.85132637,7.610838731,12.14362283,10.28639038,10.91297915,5.996861803,10.91529412,5.527258608,3.028069583,3.864681477,6.474936777,A
8.74489757,6.291672225,6.404352438,13.730459,6.851693791,9.917195665,6.109933914,2.736094539,2.277690689,7.442573538,4.860102588,0.842734639,5.847516365,5.71867714,A
11.73713818,2.907820266,4.137153826,11.9008364,10.53814032,6.676198092,14.50327786,6.0751337,7.059021715,2.432483534,2.957855756,2.220677884,4.783729184,3.843091697,A
4.100768271,1.63703508,6.328250126,16.26708583,7.177524442,12.93939265,6.720482496,6.014173626,6.281594705,12.7552079,0.152082345,3.564075804,6.449963676,3.515991632,A
7.850525827,6.390264367,5.526460544,12.21881546,5.528767405,8.029817214,7.384104213,3.357429561,5.130772182,3.307710403,4.096557722,0.410901266,7.0280199,4.199353413,A
5.357510637,9.600932718,5.243185294,14.50925921,9.935307378,8.78525965,5.493564557,7.321086645,4.864017452,11.49052509,5.971479119,2.035956435,5.038564932,5.968606573,A
9.889961753,3.943583553,3.781248966,14.20357192,5.202968852,5.459243075,10.60567175,4.962453286,6.371504253,2.973016864,3.5104051,0.083378179,3.669812156,4.279812762,A
2.209911159,5.502754473,5.416108117,8.663983857,7.895568948,13.13163291,12.22572789,8.425606056,7.016436907,11.61922065,5.950547695,3.40362088,4.501793524,6.105449644,A
4.783216839,7.218911724,5.09762114,14.74123054,7.100442789,9.288243708,12.80339401,9.512211231,5.856210893,2.667223894,2.421698372,6.07262678,5.091838761,4.671949274,A
8.184369487,2.533069183,6.525624701,9.721135719,7.761538145,12.88642335,11.11614181,3.51575292,2.903462577,8.740365998,5.062836586,0.878173216,2.707521161,4.975852048,A
0.978725807,1.178117999,6.919554804,15.01031719,6.001969348,11.95256639,14.56308841,2.532886954,3.23550061,5.017856457,1.786665361,3.830136173,5.174601841,5.259674612,A
2.271525208,6.443776907,3.619543103,9.527614503,7.070453855,9.270987278,12.57383963,10.6830572,7.356860769,5.640632609,4.472675537,3.343638463,4.559453943,4.395603097,A
10.54685147,8.332804272,6.765022865,11.16800578,8.567839006,10.77739668,11.83564787,7.268886739,5.472554201,0.035947331,3.441002116,2.213239149,3.728766431,4.350782598,A
7.247951175,9.136760234,6.919629542,15.94830629,6.017593794,7.473538913,13.2915541,7.672040269,3.448528486,1.118303608,3.821321123,1.937512564,7.128812464,5.200302438,A
2.493031424,4.615533485,4.088184896,15.80298707,8.132656793,13.88086825,10.69442788,4.592959928,7.8289023,9.852878587,0.609142963,2.532990469,6.475316964,4.06244643,A
6.360205783,3.08253075,5.580319521,12.40176755,9.046072949,7.433517307,7.300284109,4.507052351,7.467788793,11.71862765,5.921168296,5.831118473,3.144359464,6.255635153,A
7.809214928,5.282396721,5.960040971,9.253952581,10.15037838,4.140155799,9.977474818,3.640108102,11.58995818,6.689089703,1.53906476,2.082706649,5.647647267,5.841318398,A
8.599123466,5.748380872,5.383897988,7.249961472,10.06363829,13.37685997,7.587555073,7.07339275,7.431534284,1.27569789,2.897499206,1.019031656,6.538445329,4.526139202,A
6.838625977,0.652523807,4.59356161,16.82991463,8.782420571,12.60093798,15.42985999,0.804093696,5.477362592,8.983453535,0.999601122,3.319239038,6.955580466,6.878980911,A
7.118694103,6.949132524,5.666235111,14.70529644,5.896363005,6.582710892,8.450968468,6.90932523,12.77531167,8.592612765,1.192526966,1.505660727,2.941321129,6.767042068,A
6.691447039,9.742586139,5.830616835,11.32022469,9.759069599,10.5518665,4.40592122,7.816949687,8.663846249,1.073578951,3.516129914,4.165658854,5.964261642,6.924024462,A
3.375704609,5.547501148,4.403317502,12.88574754,10.15158765,8.221973664,12.40883199,8.900815439,5.074591666,2.554036726,2.681776656,5.747397423,7.036178755,6.291537376,A
7.459593941,11.14549284,5.244385084,15.77627754,6.568339314,8.578936205,13.0051792,11.71059199,2.76911825,8.040373001,5.010503606,2.520196533,3.756029273,6.704280999,A
6.621161656,6.616445368,4.146808358,11.96592405,5.120416884,9.943943696,9.323667678,2.051943908,7.841076765,4.0775996,2.194641302,2.848762784,3.199711732,5.724008508,A
10.56419748,5.065759762,5.882184861,7.718262895,11.5019764,6.837599213,11.13258833,11.82850628,5.525088181,4.133388558,1.98486277,6.102225241,4.299115535,5.916988822,A
5.103959554,3.798498257,3.614008562,9.200477956,7.331066886,8.313067415,6.217241366,6.873589739,8.852134097,9.196662503,0.728506752,1.413281952,5.327993941,3.57731268,A
6.184978931,10.62624939,5.02579642,16.64037845,8.094655569,8.170395002,8.610465611,9.077979923,2.849088973,5.777418457,1.715070857,5.327210278,5.757258183,4.516276733,A
3.165038519,4.811256323,5.874332758,10.36551796,4.539815643,12.73765141,9.931645017,4.06749878,7.080413457,10.61937351,5.489537774,6.048957238,6.323298727,3.507830975,A
5.196038093,6.652026392,4.841867621,9.906570039,6.258554567,11.11106704,12.8840123,2.297151367,9.094778833,8.19413461,5.069845646,5.730080158,5.117619026,5.272595168,A
6.402718477,6.553492835,6.848484852,14.08763513,6.8398646,3.441918041,10.04752099,6.437918429,8.835599985,11.91762601,5.624943985,4.73896329,4.598868365,3.819394261,A
0.869141554,5.722461663,6.944615891,13.79193165,7.283485688,9.462870607,13.32938767,6.713753521,6.14314408,-0.415155776,3.04944978,5.252066315,3.67936647,4.520870866,A
11.60039503,6.166259622,3.82768689,15.63407996,6.091301706,11.6584083,15.38347404,10.3620331,2.377499216,7.608678822,5.006247206,2.323584528,6.143001378,5.901915958,A
5.634662574,3.0551466,5.965352643,12.50045633,6.759708989,12.66256844,3.37349811,7.29275467,5.906211107,0.634129014,3.324475866,2.49871921,7.813887295,5.446208924,A
8.634875154,3.96750166,3.825120486,14.25260858,7.526948089,12.28236103,10.72092087,0.031474684,6.873939696,5.275048831,4.386407657,6.225440465,3.756781518,6.83951474,A
1.963169961,6.927149425,5.748869768,18.19711537,7.775388054,8.931651175,12.84073697,9.064023938,5.369079385,2.750823147,4.001960114,2.726187538,5.142693836,3.69663867,A
1.041569906,4.919987198,6.129237675,10.70189596,9.955304135,11.07110636,12.99117569,5.414433158,8.014630651,0.821132943,3.527330858,5.334248836,3.496156372,4.952862878,A
8.419562444,7.432541381,6.294257673,13.63379296,4.180488906,11.99123698,10.12751299,9.635374598,3.692421926,2.441601665,4.01165628,2.411295839,3.993702978,5.506089778,A
6.276874448,5.857839925,6.196780134,13.859734,8.355491956,16.71730711,7.856145,10.62441272,5.595033345,8.486665316,5.038748021,2.925598412,5.775758804,4.457830861,A
2.022419879,8.117895043,4.225071903,9.908051617,8.846073729,5.36264332,10.64538168,4.635763492,10.82730272,5.13086575,1.900803621,1.977576076,5.437489433,4.980535728,A
0.426852366,10.31334155,4.563045459,15.55819887,8.296369571,9.118577313,14.56211215,6.843006034,3.719303479,10.41928335,0.5376426,4.835121553,4.801135263,5.471007699,A
10.9907775,7.514339849,4.365607284,16.34176723,9.426353593,14.74075021,13.90208597,7.437002355,10.67643636,3.210713286,3.859088517,4.491689005,6.887067869,6.50989571,A
9.325416967,6.003837943,4.521672935,17.74257657,5.328805832,8.958069391,9.799031671,8.577303281,9.640079464,3.263422164,3.914631206,4.127940663,3.957649675,5.391573749,A
9.44330285,8.957589369,6.625398879,13.38626957,9.688869217,11.5893332,9.401580447,5.614053844,5.058668071,0.085670072,2.888499198,4.16125115,4.63398487,6.756566523,A
1.6768546,9.031599313,6.846728781,15.39388308,7.618070266,7.233035361,14.45106013,2.14097731,5.64403299,6.179713561,1.617592889,3.335492251,6.143777829,4.447138049,A
4.958873676,4.438970124,4.412391608,10.41606174,7.914046255,12.56171037,4.6188141,4.145471216,5.201200745,2.587850899,2.66079826,3.64567685,6.809290056,5.814245204,A
7.574977007,8.8692265,3.982053015,13.68826999,8.801986275,13.91157174,4.924756621,3.937207711,9.266245121,3.499038686,2.424350938,2.318034865,6.018563456,5.736946746,A
4.673347819,6.650062014,3.688602731,12.50515898,5.614948257,10.73542811,7.504500955,3.057112936,2.673468973,7.424354707,1.317498904,3.97971696,3.588907461,5.317068614,A
6.958760152,7.064684666,5.253746401,14.48245046,5.931670922,8.742860937,8.545104857,8.302221614,6.525996326,11.14782918,5.798173612,3.156016253,6.001078102,3.866016258,A
6.83991265,7.35526231,4.223464826,17.08617922,7.357235898,6.72301015,12.29979257,6.956895004,1.562990016,5.508179431,4.475339382,1.663078356,5.872198423,5.100748665,A
3.469276657,9.053240452,5.830468208,10.35373518,8.257585303,6.041975686,9.697476193,6.924338617,2.503587643,4.804683464,1.865826278,4.818172516,2.810432845,4.200360482,A
10.65356685,6.005429758,6.264272719,8.20182332,8.530689992,11.27082434,11.78906185,5.176790012,3.497112576,3.236703526,2.118745562,4.297341111,3.235508168,3.844326211,A
5.057240116,5.123769847,5.511994095,9.962814843,6.703032321,12.40647888,6.529326672,6.539536695,6.252628581,0.996919141,3.084715629,4.870875807,4.091583025,4.406808136,A
5.04423506,6.303603114,3.664629242,13.78852517,9.495768124,2.465027873,9.6291296,9.767969237,2.653235902,7.156326838,1.390727034,5.416614309,5.342583545,5.130448873,A
1.4020324,7.749909712,5.74867362,11.79046815,6.059260033,5.951862789,13.49075651,11.36422182,1.88285891,7.846830777,1.334312796,5.523840868,4.78217223,6.898615446,A
6.068484696,9.298266679,6.37412698,11.04733746,7.034373475,10.11702187,6.652112568,6.805310981,4.684367826,0.593132338,2.756315693,4.878987211,3.565304479,4.899004375,A
6.770787585,8.288815642,3.912525232,14.72412488,6.922995923,8.895850231,14.33950737,8.730331574,4.479088463,9.122401574,0.836239864,5.54700825,4.623942507,4.055536925,A
3.274876468,8.621817488,5.768870988,9.068500124,10.44141434,1.435175693,10.44645594,10.459939,5.056563478,7.589263245,1.380838578,5.933643102,6.121560799,4.292014138,A
8.800857077,6.519185598,6.374203735,12.26616732,5.716567114,9.245692853,8.916985141,5.595027356,7.069861801,0.218128021,2.971179461,2.579620283,4.600745333,6.306092394,A
1.049124307,1.777835242,5.954027844,14.95300722,6.756489747,12.64523217,14.801996,11.87237858,3.277344544,6.531224331,4.717633241,2.601278778,5.480256554,6.264905367,A
9.519366821,4.416339192,5.38055784,15.7838914,9.192311527,2.471323298,10.04442439,6.968399093,11.81268717,5.268687365,1.801687143,1.482857579,5.552928206,5.478683923,A
2.680340375,9.735897096,4.586125866,13.63097682,6.81642751,3.446295191,11.14350687,2.76918544,2.110130158,4.589995214,2.000360452,4.007970938,5.114236915,6.336784128,A
8.636777883,1.955021036,6.606312572,9.302659752,10.57697167,3.620983259,7.336900299,7.635806867,6.810832633,0.083436433,3.381846422,3.408718979,5.307860427,4.948836679,A
11.16204705,3.06749035,5.012103088,13.36157969,6.023822433,7.659247814,11.94266626,11.44403986,3.307589485,5.903356496,1.690119831,5.709832598,2.797121888,5.92729877,A
5.771170101,9.607694722,6.260399592,10.74306298,4.932345359,10.92299227,9.682977118,5.084538838,3.861576239,1.344347895,2.538409389,4.219985151,3.139789197,5.278167043,A
2.799388285,5.723688956,3.969438858,19.47051916,8.174500242,6.371068874,10.75076255,6.532834827,6.608348113,10.46759313,6.252688712,4.418136954,5.305998154,3.712928597,A
8.88826428,5.5592893,5.868447178,14.45398311,10.56826789,12.11013373,8.496877621,4.960252081,4.425297819,11.39709631,0.583609589,4.073928439,5.704238203,4.688670468,A
2.287393646,7.299665802,5.393810658,12.00493826,6.187154382,7.73457885,11.82380056,8.828901791,12.6130334,8.088319924,5.011290734,4.348391859,5.091658228,6.845143356,A
7.417858687,3.855650111,5.236523855,10.91589753,9.096273313,12.78062766,11.3605282,6.474941256,9.508389175,2.286526808,2.505851297,1.579125756,5.471561757,5.066730007,A
8.911380462,6.501122277,3.624253628,13.23047265,5.404162547,10.99453834,10.11416631,10.52660769,9.825583229,4.820289701,4.230488809,3.831929149,5.29793826,5.893543985,A
4.530485476,6.091232636,5.463050431,7.612524869,10.63660857,11.52934695,7.47563905,6.47805899,6.53550832,11.9629322,0.006579177,2.124282274,4.891281339,6.344342591,A
3.4516845,4.320914048,4.1747118,15.54379669,7.975693885,8.296392214,9.538791529,5.863010351,4.389127793,10.42659078,5.936681224,1.277720056,4.005743923,6.492382572,A
8.0342402,6.425109172,5.360373921,9.461637734,7.212445894,11.70021995,10.96441059,1.628310794,4.022955556,8.337631671,1.220881481,3.611982945,7.700698487,5.817811768,A
6.467094508,1.320403833,4.434882913,13.37596707,8.460204677,8.864500018,4.716853469,3.255567468,9.354086008,3.843288812,2.213108937,2.420114074,5.539119651,5.39660374,A
7.370837533,8.174987724,6.270541593,7.921602135,9.807692919,15.08996344,11.69399797,5.162924827,6.410827559,0.542182568,2.824442556,3.208186205,6.870140961,4.296944702,A
4.53741934,6.353625921,4.220464758,13.08832509,4.259256518,12.78932657,9.54722501,6.283334236,8.478204752,10.38473868,0.401558882,1.679887951,5.664101758,5.091507967,A
6.521612973,7.05891773,5.177639269,11.20583946,8.711639647,11.63233036,5.020174979,11.94894495,6.634418729,9.294943441,5.282600819,3.166256414,5.298191485,6.475040585,A
10.80776724,9.39363624,6.32749816,17.57483117,6.967313022,10.63244372,10.48992676,0.312813174,6.194470946,8.283509777,4.998127916,0.049340853,5.036424214,6.456514075,A
6.033291703,7.988406758,4.127898354,8.952445518,5.78837326,13.25233055,11.98379821,4.810566513,2.816728318,3.432523079,2.408500287,4.2823424,6.098972294,6.055618884,A
3.080161643,7.244532692,6.916879598,10.99389667,5.735930386,9.53059063,9.345213501,6.168164422,6.473743656,-0.399550206,3.070791184,3.220552706,5.155676238,4.705424731,A
7.526375077,3.688726535,4.676995287,16.40756986,9.692663816,7.671873027,6.162330916,4.644851103,7.268560835,2.205756719,3.548970607,5.890425033,6.182173834,5.068231304,A
3.346046237,5.805892349,5.709536852,15.717699,4.606490676,9.265348638,9.854657036,6.249096172,3.95356839,1.769550749,2.547250697,4.614174459,4.287769885,4.569515555,A
9.03670556,6.040072804,6.889884321,5.880114074,8.83545143,9.779365493,8.933683893,4.968737855,6.743723288,0.147861496,2.743885378,2.983751688,3.176084821,4.003394245,A
2.567701,5.848131502,6.134005475,8.591247455,5.262200048,11.42606575,12.32315336,0.978315949,6.792942506,2.991908476,4.10355814,6.230181889,5.886973631,6.740623186,A
3.279409628,3.368055878,5.088847465,13.17923428,4.550186929,10.13518554,8.810110863,11.35997272,8.571999688,3.662707115,4.120955997,3.544597557,3.494971302,6.364243958,A
6.184231761,11.04277552,4.870669452,13.1504149,9.810921866,9.037793552,8.152009118,4.123849272,3.274231164,6.372158522,4.686138757,0.935916593,7.768160113,4.007835169,A
10.38835071,6.197704437,4.951251566,16.0953865,5.199053785,10.66521825,12.64342008,10.11259573,4.062239994,8.410988955,1.174547244,5.689576778,5.988582345,4.72421033,A
3.492010841,6.704416874,4.558922526,14.78441227,7.481146493,11.98226703,7.525810522,7.128142351,3.505137363,9.820541985,0.754869255,4.919132099,6.12665252,4.465931463,A
6.055762413,10.89086448,6.014386333,10.87623418,8.707685935,8.942536685,7.320885395,12.07630941,4.596680617,6.046899654,4.636981446,2.812669242,5.538602795,5.908977751,A
4.337923165,3.597610417,5.540161908,12.04302965,4.92192814,12.42118908,7.035908838,10.63136896,6.534312551,9.376203268,5.258251068,3.149897833,6.017995898,4.833986053,A
10.59326839,2.906183158,6.769936243,12.01815174,10.07623342,1.699885155,13.46277739,10.82893766,1.751959826,4.812395183,1.822732295,5.45164788,6.041429726,6.63467633,A
6.274273918,4.940955064,6.69684092,18.87424866,9.52557373,17.01653484,9.484253714,3.344133419,9.246330916,1.433635738,3.854397689,5.567063089,2.780880388,6.397223908,A
7.893339475,7.433410629,6.712077662,16.7275741,6.172077912,10.92441524,7.915453485,0.907587388,8.186428622,3.176118252,2.088871793,2.848708449,4.511911135,6.723450011,A
4.833097705,6.552721903,4.763845318,14.47405038,6.806721282,5.086593732,9.63547713,1.385007272,7.691493913,8.620520284,5.173706025,6.054325039,6.706465364,5.865021992,A
3.358469347,6.968093217,6.950912054,13.23382073,6.541902933,6.501206369,9.498374314,5.684383116,5.278404574,0.109557542,2.737265934,4.12369533,4.81361072,3.733738087,A
1.452852196,3.481586054,4.530470075,12.21927575,8.015985122,14.10614345,14.60216522,0.777719468,7.399173721,6.151614671,4.635414716,6.127324233,6.352573109,5.809698668,A
3.972943759,6.028715513,5.699466891,11.50723492,9.14935131,9.739100617,9.281215973,3.760533115,5.090245311,10.42093608,0.812138643,3.616859149,4.364964888,4.245098424,A
2.923906475,1.980473745,4.51407358,15.58320028,7.979879313,13.95005659,9.960963634,4.662186302,8.115008411,2.944355358,2.477830189,2.420633608,4.068070361,3.971193076,A
6.844955925,3.978370609,6.624647613,16.03676113,4.71970899,11.22409818,5.223848794,6.684126676,9.733196202,1.474651586,2.431932731,1.513908962,7.396993058,4.970158037,A
4.40574347,4.881355216,5.151417811,10.21922905,6.522084792,13.06513173,7.044671431,4.371067353,8.262440237,10.30570582,0.739554889,2.45009825,5.618434626,4.100831145,A
6.702975366,6.36308783,5.284120739,12.52985371,8.02358302,10.45071969,13.77503914,8.898519079,9.851565334,4.115150664,2.039044567,0.949649699,3.942979719,4.618530876,A
6.501478421,3.233981363,4.4455176,17.77610965,7.192423922,10.03195182,12.68418502,9.902768326,3.715710156,9.299972552,0.889446882,5.597419416,3.913963257,5.66059221,A
9.025893317,3.200542234,6.704965621,11.81123402,5.51040163,7.138688409,9.37440203,7.609166436,2.863721639,11.55978576,5.567483011,1.866859488,3.596305571,5.793940607,A
4.591853045,5.581496886,6.662373751,12.85534274,9.087366118,8.769530622,9.538877937,6.85018544,7.505003512,-0.068909218,2.973892698,1.235510149,3.876985443,6.376094445,A
5.709881112,6.125942338,4.982462545,13.14327067,4.687910769,9.331485983,4.505633377,5.352455681,9.697663704,9.61514616,0.895380126,1.915350846,5.844598168,4.353069071,A
3.732213179,4.880530255,6.5643321,14.30447357,7.822243302,11.49572336,6.931868826,2.157080631,5.0133652,8.661520215,5.047932663,0.329809757,5.666893871,4.86143463,A
8.045152137,5.751405939,3.791309681,11.06436084,9.834687173,4.498734137,11.45253849,9.810401654,7.706639149,4.200891063,4.060844153,3.491125618,4.543754,4.431194631,A
8.608988249,4.210605174,4.396192478,14.17139939,7.515730218,4.16733224,7.617770131,6.172720318,7.547629203,10.77781147,0.232593234,1.873590367,5.682603534,4.761615438,A
3.979667802,7.030765173,4.663363295,11.12594148,8.20214057,12.95853117,7.07242542,3.110004132,3.75426418,6.579153273,4.729363226,0.680780181,6.561683425,4.363097705,A
4.941020699,1.771299134,4.692488731,16.09706049,8.699916845,10.5303745,5.595049557,10.63531811,6.172902184,4.262205713,2.067907753,6.204251067,6.644869225,4.719460158,A
2.42008887,9.694111956,6.228481773,15.06243683,5.799827775,7.935686094,11.07005874,1.917640632,7.908952151,7.615524211,4.892461074,5.984886655,3.253226163,4.872866311,A
10.92027591,5.327138753,4.725311032,14.82524983,7.846040816,12.11434586,13.59816567,5.119428769,8.689139334,10.53206725,5.734654245,5.275037802,5.243283168,4.963441519,A
11.05171513,5.963239242,4.155401194,12.23768102,10.93153133,14.18709389,13.18370807,6.455905977,2.741757958,5.150462739,4.381623596,1.559064246,5.163461293,3.973910289,A
7.631184968,6.603255076,6.949150453,14.88254591,8.493791776,4.688227327,10.20913464,6.889978495,4.79867687,0.205595881,2.704014048,4.937717105,2.607344818,4.119072588,A
